# Dec (deg)	HA (hours)	Track len (sec)	Azimuth Angle (rad)
-58.2500000000	3.4000000000	559.3682079315	3.7948260530
-58.0000000000	-3.5331508101	6750.9601073265	2.5549828971
-58.0000000000	-3.5326032290	6750.9601073265	2.5550785004
-58.0000000000	-3.5320556479	6750.9601073265	2.5551743428
-58.0000000000	-3.4000000000	6280.9601073265	2.5600471143
-58.0000000000	-3.2000000000	5560.9601073265	2.5684544926
-58.0000000000	-3.0000000000	4840.9601073265	2.5782678018
-58.0000000000	-2.8000000000	4120.9601073265	2.5895934942
-58.0000000000	-2.6000000000	3400.9601073265	2.6025431549
-58.0000000000	-2.4000000000	2680.9601073265	2.6172293416
-58.0000000000	-2.2000000000	1970.9601073265	2.6339828606
-58.0000000000	-2.0000000000	1250.9601073265	2.6524531840
-58.0000000000	-1.8000000000	530.9601073265	2.6729370029
-58.0000000000	1.6668491899	6800.9601073265	3.7296578204
-58.0000000000	1.6673967710	6800.9601073265	3.7297420713
-58.0000000000	1.6679443521	6800.9601073265	3.7298250110
-58.0000000000	1.6684919443	6800.9601073265	3.7299065837
-58.0000000000	1.6690395254	6790.9601073265	3.7298916311
-58.0000000000	1.8000000000	6330.9601073265	3.7398502153
-58.0000000000	2.0000000000	5610.9601073265	3.7533146045
-58.0000000000	2.2000000000	4890.9601073265	3.7648378236
-58.0000000000	2.4000000000	4170.9601073265	3.7745682566
-58.0000000000	2.6000000000	3450.9601073265	3.7826521364
-58.0000000000	2.8000000000	2740.9601073265	3.7893238645
-58.0000000000	3.0000000000	2020.9601073265	3.7945228314
-58.0000000000	3.2000000000	1300.9601073265	3.7984635955
-58.0000000000	3.4000000000	580.9601073265	3.8012556181
-57.7500000000	-3.5331508101	6643.0861191750	2.5460213064
-57.7500000000	-3.5326032290	6643.0861191750	2.5461161480
-57.7500000000	-3.5320556479	6633.0861191750	2.5459920624
-57.7500000000	-3.4000000000	6163.0861191750	2.5508464687
-57.7500000000	-3.2000000000	5443.0861191750	2.5592378577
-57.7500000000	-3.0000000000	4723.0861191750	2.5690475362
-57.7500000000	-2.8000000000	4003.0861191750	2.5803853448
-57.7500000000	-2.6000000000	3293.0861191750	2.5935858872
-57.7500000000	-2.4000000000	2573.0861191750	2.6083284066
-57.7500000000	-2.2000000000	1853.0861191750	2.6249451288
-57.7500000000	-2.0000000000	1133.0861191750	2.6435374268
-57.7500000000	-1.8000000000	413.0861191750	2.6641850014
-57.7500000000	1.7002737961	6703.0861191750	3.7390818531
-57.7500000000	1.7008213772	6703.0861191750	3.7391648293
-57.7500000000	1.7013689582	6703.0861191750	3.7392464759
-57.7500000000	1.7019165393	6703.0861191750	3.7393267367
-57.7500000000	1.7024641203	6703.0861191750	3.7394055594
-57.7500000000	1.8000000000	6353.0861191750	3.7466606626
-57.7500000000	2.0000000000	5633.0861191750	3.7601416930
-57.7500000000	2.2000000000	4913.0861191750	3.7716530785
-57.7500000000	2.4000000000	4193.0861191750	3.7813499116
-57.7500000000	2.6000000000	3483.0861191750	3.7894781778
-57.7500000000	2.8000000000	2763.0861191750	3.7959931969
-57.7500000000	3.0000000000	2043.0861191750	3.8011222995
-57.7500000000	3.2000000000	1323.0861191750	3.8049875781
-57.7500000000	3.4000000000	603.0861191750	3.8077005207
-57.5000000000	-3.5665754050	6645.7560262680	2.5357115049
-57.5000000000	-3.5660278240	6645.7560262680	2.5358047880
-57.5000000000	-3.5654802429	6645.7560262680	2.5358983559
-57.5000000000	-3.4000000000	6055.7560262680	2.5418713215
-57.5000000000	-3.2000000000	5335.7560262680	2.5502445128
-57.5000000000	-3.0000000000	4615.7560262680	2.5600481458
-57.5000000000	-2.8000000000	3895.7560262680	2.5713954796
-57.5000000000	-2.6000000000	3175.7560262680	2.5844062539
-57.5000000000	-2.4000000000	2465.7560262680	2.5994174784
-57.5000000000	-2.2000000000	1745.7560262680	2.6161178311
-57.5000000000	-2.0000000000	1025.7560262680	2.6348297277
-57.5000000000	-1.8000000000	305.7560262680	2.6556391927
-57.5000000000	1.7336983911	6605.7560262680	3.7485050177
-57.5000000000	1.7342459722	6605.7560262680	3.7485866659
-57.5000000000	1.7347935532	6605.7560262680	3.7486669665
-57.5000000000	1.7353411343	6605.7560262680	3.7487458642
-57.5000000000	1.7358887153	6605.7560262680	3.7488233076
-57.5000000000	1.8000000000	6375.7560262680	3.7535125905
-57.5000000000	2.0000000000	5655.7560262680	3.7670060259
-57.5000000000	2.2000000000	4935.7560262680	3.7785014096
-57.5000000000	2.4000000000	4215.7560262680	3.7881607110
-57.5000000000	2.6000000000	3505.7560262680	3.7962345886
-57.5000000000	2.8000000000	2785.7560262680	3.8026848119
-57.5000000000	3.0000000000	2065.7560262680	3.8077412176
-57.5000000000	3.2000000000	1345.7560262680	3.8115285516
-57.5000000000	3.4000000000	625.7560262680	3.8141603027
-57.2500000000	-3.5665754050	6548.9782724380	2.5269810994
-57.2500000000	-3.5660278240	6538.9782724380	2.5268625567
-57.2500000000	-3.5654802429	6538.9782724380	2.5269552864
-57.2500000000	-3.4000000000	5948.9782724380	2.5329019631
-57.2500000000	-3.2000000000	5228.9782724380	2.5412548243
-57.2500000000	-3.0000000000	4508.9782724380	2.5510500644
-57.2500000000	-2.8000000000	3788.9782724380	2.5624043889
-57.2500000000	-2.6000000000	3078.9782724380	2.5756526210
-57.2500000000	-2.4000000000	2358.9782724380	2.5904997827
-57.2500000000	-2.2000000000	1638.9782724380	2.6072811282
-57.2500000000	-2.0000000000	918.9782724380	2.6261102458
-57.2500000000	-1.8000000000	198.9782724380	2.6470797234
-57.2500000000	1.7671229861	6508.9782724380	3.7579224789
-57.2500000000	1.7676705671	6508.9782724380	3.7580027478
-57.2500000000	1.7682181482	6508.9782724380	3.7580816516
-57.2500000000	1.7687657292	6508.9782724380	3.7581591361
-57.2500000000	1.7693133103	6498.9782724380	3.7581429802
-57.2500000000	1.8000000000	6398.9782724380	3.7604058843
-57.2500000000	2.0000000000	5678.9782724380	3.7739073708
-57.2500000000	2.2000000000	4958.9782724380	3.7853824930
-57.2500000000	2.4000000000	4238.9782724380	3.7950002629
-57.2500000000	2.6000000000	3518.9782724380	3.8029238639
-57.2500000000	2.8000000000	2808.9782724380	3.8093982402
-57.2500000000	3.0000000000	2088.9782724380	3.8143791008
-57.2500000000	3.2000000000	1368.9782724380	3.8180860261
-57.2500000000	3.4000000000	648.9782724380	3.8206344750
-57.0000000000	-3.5665754050	6442.7600169182	2.5180463305
-57.0000000000	-3.5660278240	6442.7600169182	2.5181379482
-57.0000000000	-3.5654802429	6442.7600169182	2.5182298897
-57.0000000000	-3.4000000000	5842.7600169182	2.5239417013
-57.0000000000	-3.2000000000	5132.7600169182	2.5324790541
-57.0000000000	-3.0000000000	4412.7600169182	2.5422634346
-57.0000000000	-2.8000000000	3692.7600169182	2.5536220837
-57.0000000000	-2.6000000000	2972.7600169182	2.5666831058
-57.0000000000	-2.4000000000	2252.7600169182	2.5815784474
-57.0000000000	-2.2000000000	1532.7600169182	2.5984380656
-57.0000000000	-2.0000000000	822.7600169182	2.6175887468
-57.0000000000	-1.8000000000	102.7600169182	2.6387161481
-57.0000000000	1.8000000000	6412.7600169182	3.7672492504
-57.0000000000	1.8005475811	6412.7600169182	3.7673294149
-57.0000000000	1.8010951621	6412.7600169182	3.7674082549
-57.0000000000	1.8016427432	6412.7600169182	3.7674857130
-57.0000000000	1.8021903242	6402.7600169182	3.7674705760
-57.0000000000	1.8027379053	6402.7600169182	3.7675451701
-57.0000000000	2.0000000000	5692.7600169182	3.7807542574
-57.0000000000	2.2000000000	4982.7600169182	3.7922959677
-57.0000000000	2.4000000000	4262.7600169182	3.8018681396
-57.0000000000	2.6000000000	3542.7600169182	3.8097309943
-57.0000000000	2.8000000000	2822.7600169182	3.8160417933
-57.0000000000	3.0000000000	2112.7600169182	3.8210354322
-57.0000000000	3.2000000000	1392.7600169182	3.8246594787
-57.0000000000	3.4000000000	672.7600169182	3.8271225177
-56.7500000000	-3.5665754050	6347.1071891785	2.5093282473
-56.7500000000	-3.5660278240	6347.1071891785	2.5094190184
-56.7500000000	-3.5654802429	6347.1071891785	2.5095101321
-56.7500000000	-3.4000000000	5747.1071891785	2.5151964194
-56.7500000000	-3.2000000000	5027.1071891785	2.5235020711
-56.7500000000	-3.0000000000	4317.1071891785	2.5334762161
-56.7500000000	-2.8000000000	3597.1071891785	2.5448365840
-56.7500000000	-2.6000000000	2877.1071891785	2.5579185539
-56.7500000000	-2.4000000000	2157.1071891785	2.5728591284
-56.7500000000	-2.2000000000	1437.1071891785	2.5897941166
-56.7500000000	-2.0000000000	727.1071891785	2.6090529139
-56.7500000000	-1.8000000000	7.1071891785	2.6303361337
-56.7500000000	1.8334245950	6317.1071891785	3.7766423268
-56.7500000000	1.8339721760	6317.1071891785	3.7767210324
-56.7500000000	1.8345197571	6307.1071891785	3.7767082337
-56.7500000000	1.8350673381	6307.1071891785	3.7767842570
-56.7500000000	1.8356149192	6307.1071891785	3.7768588290
-56.7500000000	1.8361625114	6307.1071891785	3.7769319013
-56.7500000000	2.0000000000	5717.1071891785	3.7877299024
-56.7500000000	2.2000000000	4997.1071891785	3.7991512918
-56.7500000000	2.4000000000	4277.1071891785	3.8086736738
-56.7500000000	2.6000000000	3567.1071891785	3.8165622515
-56.7500000000	2.8000000000	2847.1071891785	3.8227984229
-56.7500000000	3.0000000000	2127.1071891785	3.8276195329
-56.7500000000	3.2000000000	1407.1071891785	3.8311581704
-56.7500000000	3.4000000000	697.1071891785	3.8336238810
-56.5000000000	-3.5665754050	6252.0245366096	2.5006185807
-56.5000000000	-3.5660278240	6252.0245366096	2.5007084670
-56.5000000000	-3.5654802429	6252.0245366096	2.5007987144
-56.5000000000	-3.4000000000	5652.0245366096	2.5064579363
-56.5000000000	-3.2000000000	4932.0245366096	2.5147366805
-56.5000000000	-3.0000000000	4222.0245366096	2.5246910731
-56.5000000000	-2.8000000000	3502.0245366096	2.5360505201
-56.5000000000	-2.6000000000	2782.0245366096	2.5491506208
-56.5000000000	-2.4000000000	2062.0245366096	2.5641335130
-56.5000000000	-2.2000000000	1342.0245366096	2.5811409816
-56.5000000000	-2.0000000000	632.0245366096	2.6005050826
-56.5000000000	1.8334245950	6332.0245366096	3.7835720352
-56.5000000000	1.8339721760	6332.0245366096	3.7836505080
-56.5000000000	1.8345197571	6332.0245366096	3.7837276265
-56.5000000000	1.8350673381	6332.0245366096	3.7838033341
-56.5000000000	1.8356149192	6322.0245366096	3.7837884419
-56.5000000000	1.8361625114	6322.0245366096	3.7838612321
-56.5000000000	2.0000000000	5732.0245366096	3.7946525211
-56.5000000000	2.2000000000	5022.0245366096	3.8061294897
-56.5000000000	2.4000000000	4302.0245366096	3.8155979377
-56.5000000000	2.6000000000	3582.0245366096	3.8233279909
-56.5000000000	2.8000000000	2862.0245366096	3.8294861465
-56.5000000000	3.0000000000	2152.0245366096	3.8343122437
-56.5000000000	3.2000000000	1432.0245366096	3.8377630514
-56.5000000000	3.4000000000	712.0245366096	3.8400489004
-56.2500000000	-3.5665754050	6167.5156812668	2.4921148728
-56.2500000000	-3.5660278240	6157.5156812668	2.4920089088
-56.2500000000	-3.5654802429	6157.5156812668	2.4920982528
-56.2500000000	-3.4000000000	5567.5156812668	2.4979236924
-56.2500000000	-3.2000000000	4847.5156812668	2.5061732445
-56.2500000000	-3.0000000000	4127.5156812668	2.5159105870
-56.2500000000	-2.8000000000	3407.5156812668	2.5272664400
-56.2500000000	-2.6000000000	2697.5156812668	2.5405766854
-56.2500000000	-2.4000000000	1977.5156812668	2.5555988138
-56.2500000000	-2.2000000000	1257.5156812668	2.5726756878
-56.2500000000	-2.0000000000	537.5156812668	2.5919475031
-56.2500000000	1.8668491899	6237.5156812668	3.7929856024
-56.2500000000	1.8673967710	6227.5156812668	3.7929744189
-56.2500000000	1.8679443521	6227.5156812668	3.7930500325
-56.2500000000	1.8684919443	6227.5156812668	3.7931242205
-56.2500000000	1.8690395254	6227.5156812668	3.7931969291
-56.2500000000	2.0000000000	5757.5156812668	3.8017013049
-56.2500000000	2.2000000000	5037.5156812668	3.8130508034
-56.2500000000	2.4000000000	4317.5156812668	3.8224609928
-56.2500000000	2.6000000000	3597.5156812668	3.8301189033
-56.2500000000	2.8000000000	2887.5156812668	3.8362838957
-56.2500000000	3.0000000000	2167.5156812668	3.8409336949
-56.2500000000	3.2000000000	1447.5156812668	3.8442941369
-56.2500000000	3.4000000000	727.5156812668	3.8464882138
-56.2500000000	3.6000000000	17.5156812668	3.8477146183
-56.0000000000	-3.6000000000	6193.5831637383	2.4823617508
-56.0000000000	-3.5994524189	6193.5831637383	2.4824491802
-56.0000000000	-3.5989048379	6193.5831637383	2.4825370106
-56.0000000000	-3.4000000000	5473.5831637383	2.4892022223
-56.0000000000	-3.2000000000	4763.5831637383	2.4976113347
-56.0000000000	-3.0000000000	4043.5831637383	2.5073280076
-56.0000000000	-2.8000000000	3323.5831637383	2.5186774611
-56.0000000000	-2.6000000000	2603.5831637383	2.5318050796
-56.0000000000	-2.4000000000	1883.5831637383	2.5468634963
-56.0000000000	-2.2000000000	1173.5831637383	2.5641976115
-56.0000000000	-2.0000000000	453.5831637383	2.5835730320
-56.0000000000	1.9002737961	6133.5831637383	3.8022846711
-56.0000000000	1.9008213772	6123.5831637383	3.8022729544
-56.0000000000	1.9013689582	6123.5831637383	3.8023470212
-56.0000000000	1.9019165393	6123.5831637383	3.8024196466
-56.0000000000	1.9024641203	6123.5831637383	3.8024907794
-56.0000000000	2.0000000000	5773.5831637383	3.8086985386
-56.0000000000	2.2000000000	5053.5831637383	3.8200050199
-56.0000000000	2.4000000000	4333.5831637383	3.8293526180
-56.0000000000	2.6000000000	3623.5831637383	3.8370216745
-56.0000000000	2.8000000000	2903.5831637383	3.8430137621
-56.0000000000	3.0000000000	2183.5831637383	3.8475735146
-56.0000000000	3.2000000000	1463.5831637383	3.8508411105
-56.0000000000	3.4000000000	743.5831637383	3.8529413227
-56.0000000000	3.6000000000	33.5831637383	3.8540731154
-55.7500000000	-3.6000000000	6110.2284970284	2.4738823028
-55.7500000000	-3.5994524189	6110.2284970284	2.4739688353
-55.7500000000	-3.5989048379	6110.2284970284	2.4740557858
-55.7500000000	-3.4000000000	5390.2284970284	2.4806815194
-55.7500000000	-3.2000000000	4680.2284970284	2.4890530376
-55.7500000000	-3.0000000000	3960.2284970284	2.4987465603
-55.7500000000	-2.8000000000	3240.2284970284	2.5100868751
-55.7500000000	-2.6000000000	2520.2284970284	2.5232237839
-55.7500000000	-2.4000000000	1800.2284970284	2.5383152761
-55.7500000000	-2.2000000000	1090.2284970284	2.5557085926
-55.7500000000	-2.0000000000	370.2284970284	2.5751846163
-55.7500000000	1.9336983911	6030.2284970284	3.8115538334
-55.7500000000	1.9342459722	6030.2284970284	3.8116276578
-55.7500000000	1.9347935532	6020.2284970284	3.8116140665
-55.7500000000	1.9353411343	6020.2284970284	3.8116850914
-55.7500000000	1.9358887153	6020.2284970284	3.8117546102
-55.7500000000	2.0000000000	5790.2284970284	3.8157331015
-55.7500000000	2.2000000000	5070.2284970284	3.8269917452
-55.7500000000	2.4000000000	4350.2284970284	3.8362723548
-55.7500000000	2.6000000000	3640.2284970284	3.8438604566
-55.7500000000	2.8000000000	2920.2284970284	3.8497643883
-55.7500000000	3.0000000000	2200.2284970284	3.8542311718
-55.7500000000	3.2000000000	1480.2284970284	3.8574034410
-55.7500000000	3.4000000000	770.2284970284	3.8594937974
-55.7500000000	3.6000000000	50.2284970284	3.8604431005
-55.5000000000	-3.6000000000	6027.4522104263	2.4654127619
-55.5000000000	-3.5994524189	6027.4522104263	2.4654983653
-55.5000000000	-3.5989048379	6027.4522104263	2.4655844038
-55.5000000000	-3.4000000000	5317.4522104263	2.4723516380
-55.5000000000	-3.2000000000	4597.4522104263	2.4805003749
-55.5000000000	-3.0000000000	3877.4522104263	2.4901682476
-55.5000000000	-2.8000000000	3157.4522104263	2.5014966530
-55.5000000000	-2.6000000000	2437.4522104263	2.5146398434
-55.5000000000	-2.4000000000	1727.4522104263	2.5299440348
-55.5000000000	-2.2000000000	1007.4522104263	2.5472104077
-55.5000000000	-2.0000000000	287.4522104263	2.5667839216
-55.5000000000	1.9336983911	6047.4522104263	3.8186372261
-55.5000000000	1.9342459722	6037.4522104263	3.8186256804
-55.5000000000	1.9347935532	6037.4522104263	3.8186977684
-55.5000000000	1.9353411343	6037.4522104263	3.8187683888
-55.5000000000	1.9358887153	6037.4522104263	3.8188374909
-55.5000000000	2.0000000000	5807.4522104263	3.8228046634
-55.5000000000	2.2000000000	5087.4522104263	3.8340105562
-55.5000000000	2.4000000000	4367.4522104263	3.8432197159
-55.5000000000	2.6000000000	3657.4522104263	3.8507228749
-55.5000000000	2.8000000000	2937.4522104263	3.8565352260
-55.5000000000	3.0000000000	2217.4522104263	3.8609061105
-55.5000000000	3.2000000000	1497.4522104263	3.8639805735
-55.5000000000	3.4000000000	777.4522104263	3.8658868042
-55.5000000000	3.6000000000	67.4522104263	3.8668240361
-55.2500000000	-3.6000000000	5955.2538986206	2.4571338503
-55.2500000000	-3.5994524189	5955.2538986206	2.4572185929
-55.2500000000	-3.5989048379	5945.2538986206	2.4571248277
-55.2500000000	-3.4000000000	5235.2538986206	2.4638446134
-55.2500000000	-3.2000000000	4515.2538986206	2.4719553010
-55.2500000000	-3.0000000000	3795.2538986206	2.4815950055
-55.2500000000	-2.8000000000	3085.2538986206	2.4930875071
-55.2500000000	-2.6000000000	2365.2538986206	2.5062338221
-55.2500000000	-2.4000000000	1645.2538986206	2.5213817558
-55.2500000000	-2.2000000000	925.2538986206	2.5387047646
-55.2500000000	-2.0000000000	205.2538986206	2.5583725458
-55.2500000000	1.9671229861	5935.2538986206	3.8278198969
-55.2500000000	1.9676705671	5935.2538986206	3.8278917509
-55.2500000000	1.9682181482	5935.2538986206	3.8279621765
-55.2500000000	1.9687657292	5935.2538986206	3.8280311206
-55.2500000000	1.9693133103	5935.2538986206	3.8280985340
-55.2500000000	2.0000000000	5825.2538986206	3.8299128640
-55.2500000000	2.2000000000	5105.2538986206	3.8410609991
-55.2500000000	2.4000000000	4385.2538986206	3.8501941860
-55.2500000000	2.6000000000	3665.2538986206	3.8575244688
-55.2500000000	2.8000000000	2955.2538986206	3.8633257008
-55.2500000000	3.0000000000	2235.2538986206	3.8675977493
-55.2500000000	3.2000000000	1515.2538986206	3.8705719287
-55.2500000000	3.4000000000	795.2538986206	3.8723780576
-55.2500000000	3.6000000000	75.2538986206	3.8731314186
-55.0000000000	-3.6000000000	5873.6322660446	2.4486856415
-55.0000000000	-3.5994524189	5873.6322660446	2.4487693946
-55.0000000000	-3.5989048379	5873.6322660446	2.4488536155
-55.0000000000	-3.4000000000	5163.6322660446	2.4555241157
-55.0000000000	-3.2000000000	4443.6322660446	2.4635944152
-55.0000000000	-3.0000000000	3723.6322660446	2.4732033147
-55.0000000000	-2.8000000000	3003.6322660446	2.4844993658
-55.0000000000	-2.6000000000	2283.6322660446	2.4976458058
-55.0000000000	-2.4000000000	1573.6322660446	2.5129918297
-55.0000000000	-2.2000000000	853.6322660446	2.5303679590
-55.0000000000	-2.0000000000	133.6322660446	2.5501265653
-55.0000000000	2.0000000000	5833.6322660446	3.8369745006
-55.0000000000	2.0005475811	5833.6322660446	3.8370460586
-55.0000000000	2.0010951621	5833.6322660446	3.8371162310
-55.0000000000	2.0016427432	5833.6322660446	3.8371849611
-55.0000000000	2.0021903242	5823.6322660446	3.8371693671
-55.0000000000	2.0027379053	5823.6322660446	3.8372351182
-55.0000000000	2.2000000000	5123.6322660446	3.8481425924
-55.0000000000	2.4000000000	4403.6322660446	3.8571952209
